GISJOIN,YEAR,STATE,STATEA,COUNTY,COUNTYA,TRACTA,NAME,JN9E001,JN9E002,JN9E003,JN9E004,JN9E005,JN9E006,JN9E007,JN9E008,JN9E009,JN9E010,JN9E011,JN9E012,JN9E013,JN9E014,JN9E015,JN9E016,JN9E017,JN9E018,JN9E019,JN9E020,JN9E021,JN9E022,JN9E023,JN9E024,JN9E025,JN9E026,JN9E027,JN9E028,JN9E029,JN9E030,JN9E031,JN9E032,JN9E033,JN9E034,JN9E035,JN9M001,JN9M002,JN9M003,JN9M004,JN9M005,JN9M006,JN9M007,JN9M008,JN9M009,JN9M010,JN9M011,JN9M012,JN9M013,JN9M014,JN9M015,JN9M016,JN9M017,JN9M018,JN9M019,JN9M020,JN9M021,JN9M022,JN9M023,JN9M024,JN9M025,JN9M026,JN9M027,JN9M028,JN9M029,JN9M030,JN9M031,JN9M032,JN9M033,JN9M034,JN9M035
G4201010026500,2006-2010,Pennsylvania,42,Philadelphia County,101,26500,Census Tract 265, Philadelphia County, Pennsylvania,2793,1144,0,20,0,34,5,33,23,5,610,68,229,59,6,34,0,18,1649,0,17,11,41,15,40,87,22,762,184,236,61,86,30,40,17,301,253,109,32,109,30,9,26,30,11,200,56,110,56,10,40,109,29,185,109,21,17,55,22,34,52,25,177,97,109,46,53,33
G4201010026600,2006-2010,Pennsylvania,42,Philadelphia County,101,26600,Census Tract 266, Philadelphia County, Pennsylvania,4551,1917,0,0,0,36,15,23,173,20,1210,54,193,0,68,106,19,0,2634,13,0,135,0,36,33,46,61,1275,84,319,222,311,70,0,29,593,440,109,109,109,58,23,28,127,31,347,68,144,109,76,117,31,109,345,22,109,158,109,43,36,44,60,329,68,137,115,137,63
G4201010026700,2006-2010,Pennsylvania,42,Philadelphia County,101,26700,Census Tract 267, Philadelphia County, Pennsylvania,4666,1907,55,0,7,66,57,101,38,105,861,192,242,27,95,27,15,19,2759,0,0,18,40,65,103,184,109,1413,164,384,36,167,76,0,0,432,328,67,109,14,83,69,77,45,85,237,122,129,33,61,31,23,22,297,109,109,22,38,57,100,121,78,254,90,141,38,97,60
G4201010026800,2006-2010,Pennsylvania,42,Philadelphia County,101,26800,Census Tract 268, Philadelphia County, Pennsylvania,3008,1290,24,0,14,0,9,50,60,89,516,18,193,70,227,0,9,11,1718,25,0,13,21,0,16,185,112,731,79,148,132,194,32,7,23,294,196,38,109,22,109,15,56,77,68,183,26,88,77,123,109,15,18,238,30,109,21,31,109,25,108,81,218,72,92,84,105,30
G4201010029900,2006-2010,Pennsylvania,42,Philadelphia County,101,29900,Census Tract 299, Philadelphia County, Pennsylvania,2392,947,12,13,39,22,35,33,30,33,381,10,90,47,137,22,0,43,1445,43,0,8,68,45,86,148,37,557,61,166,20,175,31,0,0,240,179,20,18,31,35,40,24,46,35,131,16,62,42,67,26,109,53,147,40,109,12,56,43,61,77,33,134,53,76,23,86,38
G4201010030000,2006-2010,Pennsylvania,42,Philadelphia County,101,30000,Census Tract 300, Philadelphia County, Pennsylvania,4141,1894,14,0,66,74,54,189,159,46,706,62,255,48,124,79,0,18,2247,66,0,0,0,145,119,241,65,994,249,206,24,104,34,0,0,485,353,22,109,109,65,61,109,106,55,182,57,151,48,84,67,109,30,240,59,109,109,109,99,78,128,51,211,132,95,30,66,34
G4201010030100,2006-2010,Pennsylvania,42,Philadelphia County,101,30100,Census Tract 301, Philadelphia County, Pennsylvania,3482,1583,0,15,0,42,32,145,83,48,681,23,316,15,63,54,44,22,1899,71,41,46,10,52,0,86,41,746,59,382,68,155,82,50,10,389,258,109,24,109,68,38,128,95,78,237,33,123,25,49,37,36,26,340,58,65,49,21,58,109,64,45,204,43,172,52,102,56
G4201010030200,2006-2010,Pennsylvania,42,Philadelphia County,101,30200,Census Tract 302, Philadelphia County, Pennsylvania,4881,2052,114,0,86,0,0,78,143,86,998,111,245,47,98,46,0,0,2829,96,44,34,53,149,133,226,137,994,207,322,201,202,31,0,0,526,352,108,109,89,109,109,82,100,83,271,115,205,46,88,39,109,109,325,91,73,45,61,141,103,139,97,195,104,166,137,119,37
G4201010030600,2006-2010,Pennsylvania,42,Philadelphia County,101,30600,Census Tract 306, Philadelphia County, Pennsylvania,4830,2232,67,0,37,91,0,64,107,171,939,95,302,52,223,69,15,0,2598,86,0,44,138,50,105,141,102,792,115,345,198,353,99,22,8,622,304,73,109,41,68,109,55,93,150,247,75,135,51,96,66,24,109,539,81,109,54,147,59,80,88,70,181,71,163,113,144,71
G4201010030700,2006-2010,Pennsylvania,42,Philadelphia County,101,30700,Census Tract 307, Philadelphia County, Pennsylvania,2158,1116,72,0,11,22,31,65,39,71,394,22,207,92,55,35,0,0,1042,0,0,29,21,17,51,28,39,448,113,134,90,50,22,0,0,267,186,74,109,19,25,30,63,36,63,130,24,81,51,41,33,109,109,162,109,109,45,31,30,58,24,37,103,63,52,59,47,24
G4201010030800,2006-2010,Pennsylvania,42,Philadelphia County,101,30800,Census Tract 308, Philadelphia County, Pennsylvania,3332,1476,32,0,0,26,28,4,48,33,489,98,146,123,223,192,34,0,1856,23,0,0,61,43,42,52,48,892,146,117,104,240,69,9,10,235,175,46,109,109,27,27,9,46,40,118,70,81,73,84,100,37,109,243,26,109,109,39,30,33,47,37,277,90,66,66,103,55
G4201010030900,2006-2010,Pennsylvania,42,Philadelphia County,101,30900,Census Tract 309, Philadelphia County, Pennsylvania,2467,1127,51,0,36,21,0,6,22,74,426,92,90,70,168,71,0,0,1340,33,0,23,12,0,11,74,25,558,120,183,87,94,105,0,15,353,191,66,109,48,26,109,11,24,111,134,81,57,51,89,61,109,109,242,42,109,30,21,109,16,56,40,156,111,101,65,64,97
G4201010031000,2006-2010,Pennsylvania,42,Philadelphia County,101,31000,Census Tract 310, Philadelphia County, Pennsylvania,4272,1767,20,20,37,0,16,21,0,101,874,129,150,143,149,69,12,26,2505,48,0,22,84,15,110,0,62,1298,188,253,100,246,79,0,0,449,318,31,32,29,109,29,37,109,71,337,81,77,109,72,53,21,29,352,42,109,24,90,25,121,109,63,324,120,155,68,128,53
G4201010031200,2006-2010,Pennsylvania,42,Philadelphia County,101,31200,Census Tract 312, Philadelphia County, Pennsylvania,2979,1390,56,0,0,11,83,107,25,44,503,98,262,69,89,43,0,0,1589,11,0,19,126,109,60,121,42,618,82,167,93,133,0,0,8,333,236,59,109,109,19,103,76,22,40,158,84,165,53,52,38,109,109,224,18,109,30,114,106,62,74,44,183,61,84,73,67,109
G4201010031300,2006-2010,Pennsylvania,42,Philadelphia County,101,31300,Census Tract 313, Philadelphia County, Pennsylvania,4994,2357,20,0,77,99,67,14,94,240,1002,135,149,333,93,0,25,9,2637,45,0,132,134,59,29,102,194,891,150,375,97,318,111,0,0,835,535,32,109,103,94,83,21,72,205,368,101,94,275,80,109,39,14,425,52,109,131,67,69,38,75,125,350,105,156,102,184,94
G4201010031600,2006-2010,Pennsylvania,42,Philadelphia County,101,31600,Census Tract 316, Philadelphia County, Pennsylvania,3872,1875,14,0,58,28,34,166,114,51,696,85,167,135,209,89,17,12,1997,0,0,108,18,22,45,46,63,889,148,97,77,337,115,20,12,375,230,22,109,63,29,53,117,134,46,184,84,103,83,105,67,27,19,222,109,109,154,29,37,39,46,34,190,104,66,70,136,101
G4201010031700,2006-2010,Pennsylvania,42,Philadelphia County,101,31700,Census Tract 317, Philadelphia County, Pennsylvania,4055,1760,0,0,0,63,141,14,64,71,758,149,221,73,132,74,0,0,2295,0,20,13,62,82,79,201,126,1049,91,316,64,104,88,0,0,447,329,109,109,109,76,111,23,56,69,292,93,153,79,105,62,109,109,246,109,34,22,53,62,64,127,102,242,78,159,79,69,63
G4201010036303,2006-2010,Pennsylvania,42,Philadelphia County,101,36303,Census Tract 363.03, Philadelphia County, Pennsylvania,4493,2210,0,0,21,79,20,31,43,39,940,237,240,107,329,91,13,20,2283,0,23,0,51,77,26,87,0,1173,162,180,143,251,79,31,0,235,196,109,109,32,65,32,34,37,37,184,98,125,97,132,60,20,31,161,109,36,109,49,65,29,57,109,191,83,82,88,111,51
G4201010034701,2006-2010,Pennsylvania,42,Philadelphia County,101,34701,Census Tract 347.01, Philadelphia County, Pennsylvania,4612,2163,23,0,0,13,0,88,37,95,955,175,277,147,253,72,0,28,2449,0,0,13,5,21,58,92,50,1070,115,148,434,350,93,0,0,309,244,37,109,109,23,109,80,37,63,269,85,159,76,111,52,109,32,251,109,109,22,11,33,50,69,40,188,64,78,216,138,57
G4201010034802,2006-2010,Pennsylvania,42,Philadelphia County,101,34802,Census Tract 348.02, Philadelphia County, Pennsylvania,3700,1819,56,0,0,0,18,53,73,36,766,105,240,100,215,26,86,45,1881,0,33,0,11,16,30,37,128,696,201,266,182,181,51,49,0,295,272,85,109,109,109,28,49,61,36,218,76,110,58,115,31,93,56,246,109,49,109,19,24,36,36,115,187,89,100,133,112,40
G4201010034900,2006-2010,Pennsylvania,42,Philadelphia County,101,34900,Census Tract 349, Philadelphia County, Pennsylvania,3900,1641,91,0,0,16,44,94,73,37,680,150,203,59,141,41,12,0,2259,32,12,25,29,171,129,100,94,975,124,261,156,116,35,0,0,459,355,107,109,109,25,64,87,61,47,193,73,101,48,97,36,20,109,289,48,20,30,34,124,105,87,61,216,65,114,87,77,37
G4201010035100,2006-2010,Pennsylvania,42,Philadelphia County,101,35100,Census Tract 351, Philadelphia County, Pennsylvania,3142,1283,0,0,0,25,0,0,0,38,419,93,186,127,272,94,29,0,1859,0,8,0,59,26,47,50,29,969,104,163,53,202,114,22,13,303,204,109,109,109,42,109,109,109,35,133,64,90,108,108,61,27,109,208,109,14,109,75,28,44,40,39,224,59,105,48,104,64
G4201010035200,2006-2010,Pennsylvania,42,Philadelphia County,101,35200,Census Tract 352, Philadelphia County, Pennsylvania,3249,1437,14,0,0,28,9,11,39,10,689,152,78,64,287,49,7,0,1812,16,14,0,26,13,41,42,16,727,141,226,163,279,97,11,0,219,168,23,109,109,33,14,16,46,18,195,68,49,41,90,33,12,109,165,25,20,109,30,23,31,63,19,122,69,87,60,102,67
G4201010035301,2006-2010,Pennsylvania,42,Philadelphia County,101,35301,Census Tract 353.01, Philadelphia County, Pennsylvania,3718,1697,0,0,0,11,11,9,72,51,833,137,247,52,204,63,7,0,2021,12,0,0,0,0,73,51,54,1076,91,184,215,167,51,47,0,346,171,109,109,109,18,17,14,45,42,154,79,92,45,94,51,12,109,249,21,109,109,109,109,62,36,37,199,56,81,101,79,38
G4201010026301,2006-2010,Pennsylvania,42,Philadelphia County,101,26301,Census Tract 263.01, Philadelphia County, Pennsylvania,2867,1163,0,0,0,29,0,40,60,37,585,58,249,31,61,13,0,0,1704,11,0,0,0,0,34,31,67,659,90,359,203,175,64,0,11,266,202,109,109,109,49,109,35,57,40,159,42,99,33,59,21,109,109,161,18,109,109,109,109,50,47,53,163,55,127,111,85,41
G4201010000804,2006-2010,Pennsylvania,42,Philadelphia County,101,804,Census Tract 8.04, Philadelphia County, Pennsylvania,2542,1224,9,0,0,8,0,0,0,0,14,0,123,26,362,340,232,110,1318,0,0,0,0,0,0,0,0,72,22,83,15,534,375,193,24,330,245,13,109,109,11,109,109,109,109,22,109,84,28,138,180,111,67,223,109,109,109,109,109,109,109,109,47,24,46,24,160,125
G4201010001202,2006-2010,Pennsylvania,42,Philadelphia County,101,1202,Census Tract 12.02, Philadelphia County, Pennsylvania,3819,1848,0,0,0,16,41,0,18,0,67,15,115,37,659,512,291,77,1971,0,0,0,0,0,20,63,0,87,0,149,142,856,488,137,29,464,358,109,109,109,26,66,109,29,109,69,24,75,43,221,218,106,47,348,109,109,109,109,109,32,106,109,57,109,134,116,185,157
G4201010001201,2006-2010,Pennsylvania,42,Philadelphia County,101,1201,Census Tract 12.01, Philadelphia County, Pennsylvania,2617,1271,0,0,0,0,0,0,0,0,5,30,170,0,502,302,156,106,1346,0,0,0,0,0,0,0,18,78,0,149,110,336,273,171,211,401,293,109,109,109,109,109,109,109,109,10,29,132,109,191,123,78,53,231,109,109,109,109,109,109,109,32,56,109,134,113,142,94
G4201010000803,2006-2010,Pennsylvania,42,Philadelphia County,101,803,Census Tract 8.03, Philadelphia County, Pennsylvania,3322,1570,0,0,0,0,0,0,0,0,73,49,79,6,407,489,222,245,1752,0,0,0,0,0,0,0,0,103,25,39,40,625,487,352,81,289,226,109,109,109,109,109,109,109,109,105,53,68,11,175,175,98,123,229,109,109,109,109,109,109,109,109,55,37,43,42,174,164
G4201010980900,2006-2010,Pennsylvania,42,Philadelphia County,101,980900,Census Tract 9809, Philadelphia County, Pennsylvania,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109
G4201010002702,2006-2010,Pennsylvania,42,Philadelphia County,101,2702,Census Tract 27.02, Philadelphia County, Pennsylvania,2525,1193,0,0,13,16,36,33,9,68,325,90,94,0,424,67,0,18,1332,15,0,0,99,39,78,39,15,366,78,113,13,341,103,33,0,355,248,109,109,21,26,44,40,15,56,150,77,53,109,182,54,109,28,173,25,109,109,90,37,57,46,22,140,58,68,20,125,108
G4201010003002,2006-2010,Pennsylvania,42,Philadelphia County,101,3002,Census Tract 30.02, Philadelphia County, Pennsylvania,1777,734,54,0,0,0,0,26,35,112,232,11,80,92,56,10,26,0,1043,47,0,0,24,0,79,77,51,306,128,157,93,37,34,10,0,314,223,77,109,109,109,109,41,34,95,100,18,82,81,45,15,35,109,188,69,109,109,33,109,57,74,48,127,90,96,86,41,36
G4201010003001,2006-2010,Pennsylvania,42,Philadelphia County,101,3001,Census Tract 30.01, Philadelphia County, Pennsylvania,2750,1165,79,12,49,13,0,48,32,35,363,48,152,86,115,73,42,18,1585,161,55,35,76,25,38,52,110,573,0,172,68,220,0,0,0,323,221,66,18,47,20,109,58,36,33,121,49,115,75,68,49,49,28,231,97,50,28,61,27,36,59,98,222,109,112,48,96,109
G4201010002802,2006-2010,Pennsylvania,42,Philadelphia County,101,2802,Census Tract 28.02, Philadelphia County, Pennsylvania,3677,1757,15,34,36,31,59,67,89,49,701,31,81,52,355,128,18,11,1920,39,39,24,48,120,85,159,37,636,28,150,82,194,246,33,0,435,352,22,40,35,25,52,67,77,51,341,38,65,44,140,69,28,20,295,34,46,30,42,70,61,118,34,152,46,88,54,110,112
G4201010980700,2006-2010,Pennsylvania,42,Philadelphia County,101,980700,Census Tract 9807, Philadelphia County, Pennsylvania,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109
G4201010002701,2006-2010,Pennsylvania,42,Philadelphia County,101,2701,Census Tract 27.01, Philadelphia County, Pennsylvania,2341,1148,26,38,13,170,47,0,9,29,376,64,83,48,83,119,11,32,1193,38,7,40,49,43,28,44,0,611,24,65,81,64,69,0,30,416,345,34,59,21,104,56,109,29,47,221,69,77,56,95,102,17,50,191,50,16,63,52,52,30,47,109,167,30,70,88,61,55
G4201010980600,2006-2010,Pennsylvania,42,Philadelphia County,101,980600,Census Tract 9806, Philadelphia County, Pennsylvania,45,28,0,0,0,0,0,9,0,0,10,0,0,0,9,0,0,0,17,0,0,0,0,0,8,0,0,0,0,9,0,0,0,0,0,42,25,109,109,109,109,109,14,109,109,15,109,109,109,14,109,109,109,20,109,109,109,109,109,13,109,109,109,109,15,109,109,109
G4201010033701,2006-2010,Pennsylvania,42,Philadelphia County,101,33701,Census Tract 337.01, Philadelphia County, Pennsylvania,3876,1757,59,20,0,14,28,102,123,66,625,73,210,81,171,150,0,35,2119,48,53,44,36,0,94,11,70,1003,50,179,44,345,117,25,0,453,307,68,35,109,22,32,99,109,55,240,57,89,61,76,105,109,39,277,40,77,54,33,109,78,18,48,270,48,94,55,138,67
G4201010033702,2006-2010,Pennsylvania,42,Philadelphia County,101,33702,Census Tract 337.02, Philadelphia County, Pennsylvania,3917,2069,79,17,32,13,44,129,21,12,847,127,158,116,244,151,32,47,1848,11,1,15,22,42,19,53,71,615,29,249,105,413,151,40,12,265,192,86,27,34,21,59,90,34,19,245,86,78,76,119,106,37,53,178,19,9,24,25,60,30,63,63,160,34,108,90,150,90
G4201010031502,2006-2010,Pennsylvania,42,Philadelphia County,101,31502,Census Tract 315.02, Philadelphia County, Pennsylvania,2792,1341,17,0,15,0,0,35,28,114,441,107,287,54,243,0,0,0,1451,20,0,18,12,10,27,28,94,629,78,100,75,292,50,18,0,288,181,31,109,23,109,109,49,37,93,172,60,121,56,114,109,109,109,190,33,109,30,19,18,32,36,79,160,68,102,73,131,58
G4201010031401,2006-2010,Pennsylvania,42,Philadelphia County,101,31401,Census Tract 314.01, Philadelphia County, Pennsylvania,3813,1790,341,0,38,91,14,9,81,0,736,95,77,19,210,69,10,0,2023,116,0,34,35,7,78,62,105,726,89,239,175,241,73,25,18,463,501,452,109,45,63,17,16,65,109,186,97,56,22,100,57,16,109,247,89,109,40,40,11,56,61,102,233,72,122,118,136,53
G4201010031402,2006-2010,Pennsylvania,42,Philadelphia County,101,31402,Census Tract 314.02, Philadelphia County, Pennsylvania,3517,1724,38,48,88,83,11,63,41,159,549,76,260,149,123,16,0,20,1793,53,47,70,102,0,59,109,51,703,18,201,150,94,62,59,15,328,261,50,46,79,68,19,57,57,200,185,53,104,111,86,26,109,33,260,45,54,68,74,109,63,84,37,198,28,123,91,64,54
G4201010016701,2006-2010,Pennsylvania,42,Philadelphia County,101,16701,Census Tract 167.01, Philadelphia County, Pennsylvania,1791,763,0,0,0,0,18,100,32,78,378,55,102,0,0,0,0,0,1028,0,0,0,15,45,0,68,47,457,82,201,97,0,0,16,0,273,204,109,109,109,109,29,78,38,75,150,55,79,109,109,109,109,109,197,109,109,109,25,40,109,61,61,121,89,120,70,109,109
G4201010016702,2006-2010,Pennsylvania,42,Philadelphia County,101,16702,Census Tract 167.02, Philadelphia County, Pennsylvania,1593,749,15,0,0,14,0,52,195,18,368,0,23,0,64,0,0,0,844,0,0,0,27,0,28,170,70,450,0,99,0,0,0,0,0,374,283,27,109,109,22,109,63,143,29,188,109,41,109,61,109,109,109,200,109,109,109,42,109,33,119,70,131,109,68,109,109,109
G4201010027901,2006-2010,Pennsylvania,42,Philadelphia County,101,27901,Census Tract 279.01, Philadelphia County, Pennsylvania,2249,943,11,0,0,46,20,23,72,0,422,0,166,94,42,28,0,19,1306,22,0,0,0,10,0,78,24,672,121,150,92,97,20,0,20,263,189,19,109,109,50,31,27,67,109,143,109,107,86,64,32,109,23,202,40,109,109,109,16,109,61,31,225,78,98,76,63,32
G4201010027902,2006-2010,Pennsylvania,42,Philadelphia County,101,27902,Census Tract 279.02, Philadelphia County, Pennsylvania,1413,730,0,0,0,0,31,27,60,25,245,14,114,93,103,18,0,0,683,19,18,0,0,24,31,0,0,257,32,254,33,0,0,15,0,221,218,109,109,109,109,54,40,57,38,170,26,70,110,65,29,109,109,107,31,31,109,109,39,37,109,109,84,35,113,36,109,109
G4201010008101,2006-2010,Pennsylvania,42,Philadelphia County,101,8101,Census Tract 81.01, Philadelphia County, Pennsylvania,1501,725,0,0,9,23,0,87,0,29,331,20,79,72,52,0,0,23,776,27,0,0,43,9,31,8,37,340,31,129,57,52,12,0,0,245,196,109,109,15,32,109,102,109,50,174,32,89,64,61,109,109,28,159,47,109,109,50,15,37,14,35,129,36,94,51,55,19
G4201010007102,2006-2010,Pennsylvania,42,Philadelphia County,101,7102,Census Tract 71.02, Philadelphia County, Pennsylvania,3264,1566,24,0,55,11,82,200,255,22,624,20,122,37,80,15,19,0,1698,9,0,26,0,11,67,215,42,770,53,125,186,53,122,19,0,430,320,43,109,73,18,65,129,157,39,216,31,88,57,84,22,32,109,227,20,109,42,109,19,54,112,49,209,43,88,94,61,87
G4201010008802,2006-2010,Pennsylvania,42,Philadelphia County,101,8802,Census Tract 88.02, Philadelphia County, Pennsylvania,714,311,0,0,0,0,0,17,0,0,47,0,21,10,106,110,0,0,403,0,0,0,0,0,0,0,0,80,0,0,0,191,69,17,46,307,156,109,109,109,109,109,27,109,109,75,109,35,16,94,90,109,109,230,109,109,109,109,109,109,109,109,62,109,109,109,236,68
G4201010008702,2006-2010,Pennsylvania,42,Philadelphia County,101,8702,Census Tract 87.02, Philadelphia County, Pennsylvania,1852,951,0,0,0,0,11,11,12,0,155,0,36,123,264,123,13,203,901,0,0,0,42,11,11,0,0,75,0,96,28,318,128,27,165,403,312,109,109,109,109,19,19,19,109,193,109,43,85,108,35,21,106,232,109,109,109,48,19,19,109,109,63,109,101,46,194,81
G4201010008701,2006-2010,Pennsylvania,42,Philadelphia County,101,8701,Census Tract 87.01, Philadelphia County, Pennsylvania,2680,1288,27,0,28,0,0,50,0,0,201,56,196,101,277,143,103,106,1392,28,13,12,63,0,27,21,39,101,0,155,19,580,190,56,88,515,308,29,109,30,109,109,44,109,109,112,66,139,126,124,91,110,80,409,33,21,20,101,109,42,31,64,100,109,166,31,310,106
G4201010008102,2006-2010,Pennsylvania,42,Philadelphia County,101,8102,Census Tract 81.02, Philadelphia County, Pennsylvania,3090,1364,39,0,0,0,39,101,31,98,650,26,95,91,116,78,0,0,1726,0,0,0,38,26,0,74,86,860,51,334,53,147,41,16,0,283,266,60,109,109,109,39,103,52,72,191,46,69,104,108,64,109,109,178,109,109,109,38,32,109,58,62,146,44,133,64,101,64
G4201010008602,2006-2010,Pennsylvania,42,Philadelphia County,101,8602,Census Tract 86.02, Philadelphia County, Pennsylvania,1896,771,42,15,39,0,0,56,0,0,159,43,139,0,180,17,30,51,1125,13,0,0,0,41,43,82,17,334,26,217,17,196,139,0,0,342,210,54,22,63,109,109,67,109,109,116,53,89,109,123,27,34,63,212,21,109,109,109,40,51,63,29,138,46,77,27,127,103
G4201010037500,2006-2010,Pennsylvania,42,Philadelphia County,101,37500,Census Tract 375, Philadelphia County, Pennsylvania,2315,1035,17,0,0,0,0,0,6,36,108,29,164,69,190,114,210,92,1280,24,0,0,0,0,0,11,24,245,71,177,66,254,234,143,31,264,215,24,109,109,109,109,109,10,40,75,29,99,46,148,69,92,66,145,33,109,109,109,109,109,18,22,82,52,83,64,99,79
G4201010980800,2006-2010,Pennsylvania,42,Philadelphia County,101,980800,Census Tract 9808, Philadelphia County, Pennsylvania,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109
G4201010018002,2006-2010,Pennsylvania,42,Philadelphia County,101,18002,Census Tract 180.02, Philadelphia County, Pennsylvania,3698,1655,82,0,0,125,57,44,15,12,635,61,216,146,180,62,20,0,2043,23,0,10,99,22,240,50,24,1003,28,127,161,134,92,14,16,388,296,108,109,109,67,55,41,26,18,175,68,139,72,107,49,35,109,221,26,109,17,67,24,105,48,28,181,32,86,94,86,84
G4201010008801,2006-2010,Pennsylvania,42,Philadelphia County,101,8801,Census Tract 88.01, Philadelphia County, Pennsylvania,157,17,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,140,0,0,0,0,0,0,0,0,0,49,16,44,31,0,0,0,104,28,109,109,109,109,109,109,109,109,109,109,109,109,109,28,109,109,102,109,109,109,109,109,109,109,109,109,66,26,67,35,109
G4201010012201,2006-2010,Pennsylvania,42,Philadelphia County,101,12201,Census Tract 122.01, Philadelphia County, Pennsylvania,2487,983,0,0,0,33,69,16,15,33,120,69,76,150,178,49,156,19,1504,15,0,21,14,68,0,57,13,337,111,166,63,401,142,66,30,246,220,109,109,109,45,70,26,25,34,79,62,79,140,94,44,98,31,222,22,109,33,22,50,109,59,22,126,82,87,45,153,96
G4201010009801,2006-2010,Pennsylvania,42,Philadelphia County,101,9801,Census Tract 98.01, Philadelphia County, Pennsylvania,1358,529,13,0,0,0,0,0,0,0,287,64,49,0,43,73,0,0,829,0,0,0,0,18,0,9,0,263,164,106,93,49,127,0,0,158,99,23,109,109,109,109,109,109,109,84,73,53,109,55,84,109,109,141,109,109,109,109,32,109,29,109,115,116,89,106,62,95
G4201010007101,2006-2010,Pennsylvania,42,Philadelphia County,101,7101,Census Tract 71.01, Philadelphia County, Pennsylvania,1673,649,0,0,20,0,23,17,57,30,337,31,38,32,64,0,0,0,1024,24,0,18,27,69,61,21,73,445,56,141,67,22,0,0,0,364,216,109,109,30,109,35,29,59,28,175,48,50,42,75,109,109,109,214,24,109,26,39,75,52,28,73,197,58,83,63,32,109
G4201010002801,2006-2010,Pennsylvania,42,Philadelphia County,101,2801,Census Tract 28.01, Philadelphia County, Pennsylvania,2765,1310,57,0,76,37,108,79,60,189,244,135,49,56,193,18,0,9,1455,86,0,108,155,92,180,40,69,247,67,155,40,125,59,32,0,367,267,67,109,71,40,75,75,71,102,124,159,63,61,110,27,109,14,209,70,109,61,99,67,172,49,60,120,72,93,45,110,54
G4201010980500,2006-2010,Pennsylvania,42,Philadelphia County,101,980500,Census Tract 9805, Philadelphia County, Pennsylvania,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109
G4201010000801,2006-2010,Pennsylvania,42,Philadelphia County,101,801,Census Tract 8.01, Philadelphia County, Pennsylvania,1280,804,0,0,0,0,0,0,28,0,0,12,36,0,435,92,124,77,476,0,0,0,0,0,0,0,0,16,0,16,0,241,77,35,91,179,175,109,109,109,109,109,109,47,109,109,20,47,109,129,60,68,49,110,109,109,109,109,109,109,109,109,26,109,25,109,82,52
G4201010001101,2006-2010,Pennsylvania,42,Philadelphia County,101,1101,Census Tract 11.01, Philadelphia County, Pennsylvania,2529,1312,0,0,0,0,10,14,0,0,50,41,178,69,349,194,322,85,1217,0,0,0,13,76,11,10,0,173,15,65,11,350,280,159,54,385,218,109,109,109,109,17,23,109,109,46,41,108,55,111,109,178,60,384,109,109,109,21,63,18,15,109,199,27,51,19,151,95
G4201010027402,2006-2010,Pennsylvania,42,Philadelphia County,101,27402,Census Tract 274.02, Philadelphia County, Pennsylvania,4176,1775,25,53,0,23,21,126,183,34,613,120,329,20,113,115,0,0,2401,114,119,0,242,0,78,83,91,849,140,258,118,164,145,0,0,560,394,28,76,109,36,34,124,180,38,261,93,196,32,64,129,109,109,259,99,94,109,158,109,83,76,55,338,118,154,81,103,117
G4201010008601,2006-2010,Pennsylvania,42,Philadelphia County,101,8601,Census Tract 86.01, Philadelphia County, Pennsylvania,1983,931,0,0,0,0,0,0,0,0,174,19,107,41,339,108,19,124,1052,16,0,0,0,37,0,49,0,265,21,59,183,148,187,39,48,395,330,109,109,109,109,109,109,109,109,140,30,90,45,214,58,23,79,237,23,109,109,109,51,109,79,109,156,34,99,155,108,92
G4201010036502,2006-2010,Pennsylvania,42,Philadelphia County,101,36502,Census Tract 365.02, Philadelphia County, Pennsylvania,2514,1202,12,0,11,21,0,41,35,0,437,87,198,54,281,8,0,17,1312,0,0,0,0,0,110,34,86,537,92,132,38,224,42,0,17,300,165,19,109,18,25,109,54,33,109,155,62,104,57,107,14,109,26,212,109,109,109,109,109,105,42,88,144,56,76,42,95,49
